,num_reads
CTD-2587H19.3,0.0
KIR3DX1,0.0
LILRA2,0.0
KIR2DL3,0.0
GP6,0.0
TNNT1,0.0
TNNI3,0.0
SYT5,0.0
BRSK1,0.0
CTD-2105E13.16,0.0
IL11,0.0
SSC5D,0.0
NLRP8,0.0
ZSCAN5B,0.0
AC006116.17,0.0
PEG3,0.0
AURKC,0.0
CTC-444N24.13,0.0
ZFY-AS1,0.0
NLGN4Y,0.0
AC006946.16,0.0
CECR2,0.0
CLTCL1,0.0
AC000068.9,0.0
CLDN5,0.0
XXbac-B135H6.15,0.0
P2RX6,0.0
PRAME,0.0
RSPH14,0.0
GNAZ,0.0
RAB36,0.0
IGLL1,0.0
VPREB3,0.0
AP000350.10,0.0
GSTT2B,0.0
SUSD2,0.0
GGT5,0.0
LRRC75B,0.0
CRYBB3,0.0
CRYBB2,0.0
CTA-246H3.12,0.0
CTA-407F11.8,0.0
CTA-407F11.7,0.0
MYO18B,0.0
CRYBA4,0.0
LINC01422,0.0
GAS2L1,0.0
RFPL1S,0.0
NEFH,0.0
CABP7,0.0
HORMAD2,0.0
RP1-102K2.6,0.0
LIF,0.0
RP1-102K2.8,0.0
SEC14L4,0.0
TCN2,0.0
RP3-412A9.16,0.0
INPP5J,0.0
RP11-247I13.11,0.0
RFPL3S,0.0
LARGE,0.0
HMOX1,0.0
RP4-569D19.8,0.0
RBFOX2,0.0
APOL4,0.0
RP4-633O19__A.1,0.0
CSF2RB,0.0
TST,0.0
TMPRSS6,0.0
ELFN2,0.0
CDC42EP1,0.0
PDXP,0.0
SLC16A8,0.0
CTA-228A9.3,0.0
KDELR3,0.0
RP3-508I15.9,0.0
RP3-508I15.14,0.0
RP3-508I15.21,0.0
APOBEC3B,0.0
MGAT3,0.0
ENTHD1,0.0
RP3-496C20.1,0.0
SHISA8,0.0
SEPT3,0.0
NFAM1,0.0
CTA-126B4.7,0.0
AL022476.2,0.0
PNPLA3,0.0
PRR5-ARHGAP8,0.0
ARHGAP8,0.0
SMC1B,0.0
RIBC2,0.0
RP6-109B7.5,0.0
RP6-109B7.2,0.0
RP6-109B7.4,0.0
LL22NC03-75H12.2,0.0
RP5-983L19.2,0.0
RP11-494O16.4,0.0
CITF22-1A6.3,0.0
CITF22-49E9.3,0.0
PANX2,0.0
RP3-402G11.28,0.0
MAPK12,0.0
MAPK11,0.0
PLXNB2,0.0
XX-C00717C00720L.1,0.0
ODF3B,0.0
CTA-384D8.35,0.0
CTA-384D8.34,0.0
SYCE3,0.0
CH507-39O4.2,0.0
CH507-42P11.8,0.0
CH507-145C22.1,0.0
CBSL,0.0
CH507-154B10.1,0.0
CH507-254M2.3,0.0
CH507-154B10.2,0.0
CH507-338C24.1,0.0
CH507-216K13.2,0.0
AP001347.6,0.0
AF165138.7,0.0
AF127936.5,0.0
AF127936.9,0.0
MIR99AHG,0.0
C21orf91-OT1,0.0
LINC00158,0.0
JAM2,0.0
ADAMTS1,0.0
AF131217.1,0.0
BACH1-IT2,0.0
GRIK1-AS1,0.0
AP000251.3,0.0
AP000255.6,0.0
LINC00159,0.0
OLIG1,0.0
AP000569.9,0.0
LINC00310,0.0
AP000318.2,0.0
KCNE2,0.0
AP000320.6,0.0
CLIC6,0.0
LINC01426,0.0
AP000688.29,0.0
AP000695.4,0.0
CLDN14,0.0
SIM2,0.0
AP000704.5,0.0
RIPPLY3,0.0
AP001432.14,0.0
AP001437.1,0.0
AF064858.8,0.0
RIPK4,0.0
ZNF295-AS1,0.0
TFF3,0.0
TFF1,0.0
RSPH1,0.0
AP001626.1,0.0
ERVH48-1,0.0
CBS,0.0
SIK1,0.0
HSF2BP,0.0
H2BFS,0.0
AP001058.3,0.0
AIRE,0.0
TRPM2,0.0
TRPM2-AS,0.0
LRRC3,0.0
KB-68A7.1,0.0
LL21NC02-21A1.1,0.0
AJ011932.1,0.0
FTCD,0.0
BX004987.4,0.0
RP5-902P8.10,0.0
CALML6,0.0
GPR153,0.0
TAS1R1,0.0
C1orf167,0.0
C1orf158,0.0
CTRC,0.0
PADI2,0.0
RP3-329E20.2,0.0
RP5-1057J7.7,0.0
TRNP1,0.0
GPR3,0.0
FABP3,0.0
SERINC2,0.0
ADGRB2,0.0
RP11-415J8.5,0.0
TEKT2,0.0
RP11-109P14.10,0.0
TMCO2,0.0
EDN2,0.0
ARTN,0.0
LURAP1,0.0
TAL1,0.0
RP11-296A18.6,0.0
ZYG11A,0.0
DIO1,0.0
LEXM,0.0
TMEM61,0.0
RP11-230B22.1,0.0
C1orf141,0.0
DIRAS3,0.0
MSH4,0.0
LINC01140,0.0
RP4-621B10.8,0.0
RP11-148B18.1,0.0
LINC01307,0.0
FNDC7,0.0
C1orf194,0.0
GPR61,0.0
RP11-195M16.3,0.0
ALX3,0.0
ADORA3,0.0
FAM212B-AS1,0.0
RP4-671G15.2,0.0
NHLH2,0.0
MAB21L3,0.0
RP4-655J12.4,0.0
AC243756.1,0.0
RP11-495P10.5,0.0
RP11-316M1.12,0.0
RP11-316M1.3,0.0
ANXA9,0.0
RP11-404E16.1,0.0
RP11-98D18.15,0.0
LOR,0.0
S100A14,0.0
SHE,0.0
RP11-29H23.4,0.0
HAPLN2,0.0
FCER1A,0.0
IGSF9,0.0
SLAMF9,0.0
KCNJ10,0.0
RP11-536C5.2,0.0
ATP1A4,0.0
FCGR2A,0.0
FCGR2B,0.0
SH2D1B,0.0
RP11-466F5.10,0.0
LINC00970,0.0
CCDC181,0.0
RP11-318C24.2,0.0
RP5-1098D14.1,0.0
LHX4,0.0
RP11-46A10.5,0.0
LINC01031,0.0
RP11-563D10.1,0.0
LHX9,0.0
RP11-307B6.3,0.0
RP11-569A11.1,0.0
RP11-328D5.1,0.0
SERTAD4-AS1,0.0
RP11-15I11.2,0.0
RP11-338C15.3,0.0
SPATA17,0.0
WNT9A,0.0
IBA57-AS1,0.0
RP5-1139B12.2,0.0
RP5-1061H20.4,0.0
RP4-613A2.1,0.0
PGBD5,0.0
RP11-443B7.2,0.0
LINC01348,0.0
RYR2,0.0
RP11-439E19.10,0.0
AC079779.6,0.0
AC144450.2,0.0
LINC00298,0.0
LINC00299,0.0
AC011747.3,0.0
ASAP2,0.0
MYCN,0.0
AC008069.1,0.0
SDC1,0.0
RP11-557N21.1,0.0
RP11-507M3.1,0.0
AGBL5-AS1,0.0
AC109642.1,0.0
GALNT14,0.0
CAPN14,0.0
CTC-336P14.1,0.0
AC020594.5,0.0
RP11-173C1.1,0.0
C2orf91,0.0
AC083949.1,0.0
OXER1,0.0
C1GALT1C1L,0.0
LINC01119,0.0
AC093110.3,0.0
RP11-493E12.1,0.0
AC018462.2,0.0
AC007365.3,0.0
AC007386.2,0.0
AC016700.2,0.0
AC022201.5,0.0
EMX1,0.0
RP11-287D1.4,0.0
RP11-523H20.3,0.0
RP11-342K6.4,0.0
ST3GAL5-AS1,0.0
AC015971.2,0.0
RP11-440D17.4,0.0
FER1L5,0.0
IL1RL2,0.0
RP11-332H14.1,0.0
RGPD4-AS1,0.0
SULT1C4,0.0
LIMS3,0.0
IL1B,0.0
TMEM37,0.0
SCTR,0.0
CYP27C1,0.0
TUBA3E,0.0
KYNU,0.0
AC144449.1,0.0
TNFAIP6,0.0
AC019186.1,0.0
ITGB6,0.0
COBLL1,0.0
SCN2A,0.0
DLX2,0.0
RAPGEF4,0.0
SP9,0.0
PPP1R1C,0.0
C2orf88,0.0
AC006460.2,0.0
RFTN2,0.0
MPP4,0.0
RP11-107N15.1,0.0
AC008269.2,0.0
AC007879.6,0.0
RP11-105N14.1,0.0
AC079610.2,0.0
WNT6,0.0
NGEF,0.0
BOK-AS1,0.0
CPNE9,0.0
AC022007.5,0.0
SYN2,0.0
RP11-767C1.2,0.0
C3orf20,0.0
GALNT15,0.0
RP11-222K16.1,0.0
AC098973.2,0.0
AC092415.1,0.0
TRIM71,0.0
ARPP21,0.0
RP11-520A21.1,0.0
SLC6A20,0.0
PLXNB1,0.0
LAMB2,0.0
BSN-AS2,0.0
HYAL1,0.0
RP11-804H8.7,0.0
WNT5A,0.0
RP11-80H18.3,0.0
FAM107A,0.0
RP11-245J9.5,0.0
FOXP1-AS1,0.0
RP11-398A8.5,0.0
RP11-389G6.5,0.0
LINC00636,0.0
SLC9C1,0.0
BOC,0.0
RP11-271C24.2,0.0
IGSF11,0.0
ARHGAP31-AS1,0.0
NR1I2,0.0
CASR,0.0
CSTA,0.0
ITGB5,0.0
KLF15,0.0
RP11-153F10.2,0.0
NPHP3-AS1,0.0
EPHB1,0.0
RP11-305O4.3,0.0
WWTR1-AS1,0.0
ERICH6,0.0
SIAH2-AS1,0.0
RP11-529G21.2,0.0
SHOX2,0.0
IQCJ-SCHIP1,0.0
IL12A-AS1,0.0
RP11-3P17.5,0.0
SEC62-AS1,0.0
RP11-225N10.1,0.0
RP11-329B9.4,0.0
LIPH,0.0
RP11-573D15.3,0.0
TP63,0.0
CLDN16,0.0
FGF12,0.0
RP11-135A1.2,0.0
LINC00885,0.0
TM4SF19-TCTEX1D2,0.0
LMLN-AS1,0.0
ZNF732,0.0
CYTL1,0.0
EVC,0.0
SORCS2,0.0
RP11-22A3.2,0.0
RP11-22A3.1,0.0
LINC01096,0.0
LDB2,0.0
RP11-660M5.1,0.0
LINC01258,0.0
BEND4,0.0
LINC01618,0.0
RP11-177J6.1,0.0
PARM1,0.0
LINC01088,0.0
BMPR1B,0.0
UNC5C,0.0
RP11-710C12.1,0.0
RP11-323J4.1,0.0
RP11-710F7.3,0.0
CFI,0.0
NEUROG2,0.0
PCDH18,0.0
RP11-102N12.3,0.0
RNF150,0.0
FREM3,0.0
HHIP-AS1,0.0
HHIP,0.0
EDNRA,0.0
CPE,0.0
VEGFC,0.0
RP11-188P17.2,0.0
FRG2,0.0
RP11-661C8.3,0.0
SEMA5A,0.0
CTD-2199O4.6,0.0
AC016549.1,0.0
CTD-2023M8.1,0.0
RP11-360I2.1,0.0
CTD-2306M5.1,0.0
DAB2,0.0
CTD-2366F13.2,0.0
ESM1,0.0
RP11-307L14.1,0.0
ARHGEF28,0.0
CTD-2377O17.1,0.0
CTD-2235C13.2,0.0
CTD-2235C13.3,0.0
OTP,0.0
LHFPL2,0.0
BHMT,0.0
CTD-2201I18.1,0.0
LINC01337,0.0
CTC-325J23.2,0.0
ACOT12,0.0
CTD-2249K22.1,0.0
LINC00461,0.0
ADGRV1,0.0
RP11-254I22.1,0.0
TRIM36,0.0
LINC00992,0.0
MEGF10,0.0
AC004237.1,0.0
CTC-350I8.1,0.0
FSTL4,0.0
IL9,0.0
GFRA3,0.0
PCDHGC3,0.0
SH3RF2,0.0
DPYSL3,0.0
SYNPO,0.0
GPX3,0.0
CTB-17P3.4,0.0
EBF1,0.0
CTB-11I22.1,0.0
CTC-558O2.1,0.0
LINC01187,0.0
FGF18,0.0
RP11-779O18.3,0.0
CTC-308K20.2,0.0
SLC34A1,0.0
COL23A1,0.0
ZNF454,0.0
GFPT2,0.0
RP3-416J7.4,0.0
RP1-136B1.1,0.0
RP1-40E16.11,0.0
TFAP2A,0.0
RP3-448I9.2,0.0
NBAT1,0.0
DCDC2,0.0
SLC17A1,0.0
SLC17A2,0.0
HIST1H1T,0.0
HCG17,0.0
XXbac-BPG181M17.6,0.0
RP3-340B19.3,0.0
CLPSL2,0.0
CLPS,0.0
GLP1R,0.0
PGC,0.0
IL17F,0.0
RP1-27K12.4,0.0
RP11-79N23.1,0.0
XXbac-BPG55C20.7,0.0
LGSN,0.0
RP11-250B2.5,0.0
RP1-122O8.7,0.0
LIN28B,0.0
RP11-787I22.3,0.0
RP1-93H18.1,0.0
ENPP1,0.0
VNN3,0.0
RP11-557H15.3,0.0
RP11-557H15.4,0.0
RP11-240M16.1,0.0
ADGB,0.0
PPP1R14C,0.0
CCDC170,0.0
RP11-230C9.4,0.0
AIRN,0.0
TCP10L2,0.0
KIF25-AS1,0.0
RP1-266L20.2,0.0
LINC00242,0.0
FAM20C,0.0
AC226118.1,0.0
AC073957.15,0.0
PAPOLB,0.0
RSPH10B,0.0
AC004895.4,0.0
AC073343.13,0.0
RP5-1159O4.2,0.0
AC006042.7,0.0
SP8,0.0
AC003090.1,0.0
HOXA-AS2,0.0
HOXA5,0.0
HOXA10,0.0
HOXA11-AS,0.0
HOTTIP,0.0
AQP1,0.0
RP11-121A8.1,0.0
AC013436.6,0.0
NACAD,0.0
PKD1L1,0.0
ZPBP,0.0
CLDN4,0.0
CCL26,0.0
MAGI2,0.0
CFAP69,0.0
GNG11,0.0
PON3,0.0
RP11-307C18.1,0.0
CYP3A7,0.0
NAT16,0.0
COL26A1,0.0
GPR85,0.0
CTTNBP2,0.0
TSPAN12,0.0
PODXL,0.0
WEE2,0.0
PRSS2,0.0
RARRES2,0.0
RP11-148K1.12,0.0
SHH,0.0
AC021218.2,0.0
MNX1-AS1,0.0
AC006372.5,0.0
RP13-465B17.5,0.0
RP11-706O15.5,0.0
CLCN4,0.0
GS1-590J6.3,0.0
REPS2,0.0
MAOB,0.0
AL022578.1,0.0
ERAS,0.0
SHROOM4,0.0
XAGE3,0.0
PAGE2,0.0
SPIN4-AS1,0.0
GJB1,0.0
RP11-402P6.11,0.0
LPAR4,0.0
RPS6KA6,0.0
POF1B,0.0
TCEAL6,0.0
TCEAL5,0.0
TCEAL7,0.0
RGAG1,0.0
AKAP14,0.0
RHOXF1-AS1,0.0
TEX13D,0.0
RP4-537K23.4,0.0
TFDP3,0.0
CCDC160,0.0
PLAC1,0.0
RP11-85L21.4,0.0
WI2-80269A6.1,0.0
H2AFB1,0.0
F8A2,0.0
RP11-218L14.4,0.0
CTD-2541M15.3,0.0
CLDN23,0.0
RP11-10A14.5,0.0
RP11-468H14.2,0.0
RP11-1080G15.1,0.0
RP11-369E15.3,0.0
PHYHIP,0.0
STMN4,0.0
DUSP26,0.0
KB-1836B5.4,0.0
STAR,0.0
ADAM32,0.0
IDO1,0.0
SFRP1,0.0
RP11-503E24.2,0.0
FAM110B,0.0
TRIM55,0.0
CRH,0.0
LINC00967,0.0
RP11-326E22.1,0.0
PI15,0.0
RP11-26J3.1,0.0
RP11-219B4.5,0.0
CNGB3,0.0
RP11-68L18.1,0.0
NECAB1,0.0
SLC26A7,0.0
KB-1615E4.3,0.0
KB-431C1.5,0.0
RP11-1C8.4,0.0
ANGPT1,0.0
TMEM74,0.0
SLC30A8,0.0
FAM83A,0.0
RP11-532M24.1,0.0
RP11-10J21.4,0.0
CTD-3064M3.7,0.0
LY6K,0.0
LYNX1,0.0
GML,0.0
RP11-661A12.12,0.0
TMEM249,0.0
GS1-393G12.13,0.0
DMRT1,0.0
INSL4,0.0
RP11-207C16.4,0.0
RP11-390F4.10,0.0
RP11-77E14.2,0.0
MPDZ,0.0
TEK,0.0
RP11-462B18.2,0.0
LINC01251,0.0
PHF24,0.0
RP11-182N22.8,0.0
RP11-331F9.4,0.0
FAM221B,0.0
RP11-374M1.4,0.0
C9orf135-AS1,0.0
VPS13A-AS1,0.0
GNA14,0.0
RP11-158D2.2,0.0
RP11-367F23.1,0.0
RP11-367F23.2,0.0
OMD,0.0
RP11-2B6.3,0.0
RP11-435O5.4,0.0
RP11-535M15.1,0.0
NAMA,0.0
RP11-60I3.4,0.0
BAAT,0.0
TAL2,0.0
RP11-410K21.2,0.0
RP11-276E15.4,0.0
RP11-344B5.4,0.0
RP11-65J3.14,0.0
RP11-409K20.6,0.0
PRDM12,0.0
AK8,0.0
PPP1R26,0.0
LCN1,0.0
DKFZP434A062,0.0
NRARP,0.0
PKP3,0.0
RP11-754B17.1,0.0
BRSK2,0.0
AC068580.6,0.0
TNNI2,0.0
PRR33,0.0
RP11-23F23.2,0.0
HBB,0.0
HBD,0.0
RP11-732A19.9,0.0
RP11-567I13.1,0.0
DCDC1,0.0
WT1,0.0
WT1-AS,0.0
LDLRAD3,0.0
RAG1,0.0
RP11-613D13.8,0.0
DKFZp779M0652,0.0
GYLTL1B,0.0
F2,0.0
C1QTNF4,0.0
RP11-872D17.8,0.0
OR9Q1,0.0
RP11-655C2.3,0.0
RP11-142C4.6,0.0
MS4A3,0.0
TMEM132A,0.0
SLC22A9,0.0
HRASLS5,0.0
LGALS12,0.0
AP000721.4,0.0
FLRT1,0.0
AP003774.6,0.0
MIR194-2HG,0.0
GPHA2,0.0
CST6,0.0
CCDC87,0.0
CTD-2655K5.1,0.0
FGF19,0.0
KRTAP5-8,0.0
FOLR3,0.0
FOLR2,0.0
PDE2A,0.0
RP11-800A3.3,0.0
P2RY2,0.0
RP11-707G14.1,0.0
RP11-535A19.2,0.0
RP11-111M22.5,0.0
RP11-91P24.6,0.0
KCTD14,0.0
RP11-452H21.1,0.0
RP11-452H21.2,0.0
FAM181B,0.0
RP11-727A23.10,0.0
SCARNA9,0.0
GPR83,0.0
ARHGAP42,0.0
YAP1,0.0
LINC00900,0.0
TTC36,0.0
RP11-110I1.6,0.0
PDZD3,0.0
HEPN1,0.0
ACRV1,0.0
PATE2,0.0
DDX25,0.0
ST14,0.0
RP11-464C19.3,0.0
RP13-463N16.6,0.0
RP11-379F12.4,0.0
RP5-1119O21.2,0.0
RP11-543F8.2,0.0
RP11-383B4.4,0.0
PLXDC2,0.0
RP11-573G6.10,0.0
RP11-135A24.2,0.0
RP11-297A16.2,0.0
GJD4,0.0
RP11-508N22.13,0.0
ZNF32-AS2,0.0
LINC00619,0.0
AGAP14P,0.0
ANXA8,0.0
LINC00864,0.0
CH17-360D5.2,0.0
CHAT,0.0
OGDHL,0.0
BICC1,0.0
MYPN,0.0
TACR2,0.0
ADAMTS14,0.0
C10orf55,0.0
RP13-39P12.3,0.0
ZMIZ1-AS1,0.0
RP11-589B3.6,0.0
LINC00864.1,0.0
LIPJ,0.0
RP11-80H5.9,0.0
RP11-80H5.7,0.0
RP11-236B18.2,0.0
RP11-236B18.5,0.0
RP11-348J12.2,0.0
RP11-76P2.4,0.0
CYP2C18,0.0
ARHGAP19-SLIT1,0.0
RP11-34A14.3,0.0
RP11-316M21.6,0.0
RP11-225H22.7,0.0
PNLIPRP1,0.0
HSPA12A,0.0
EMX2,0.0
LINC00867,0.0
FGFR2,0.0
CFAP46,0.0
KNDC1,0.0
UTF1,0.0
RP11-234B24.4,0.0
RP5-940J5.3,0.0
RP4-761J14.8,0.0
RP11-266K4.13,0.0
AICDA,0.0
RP11-118B22.4,0.0
AC091814.2,0.0
RP11-291B21.2,0.0
PRH1-PRR4,0.0
TAS2R20,0.0
TAS2R19,0.0
GSG1,0.0
RP11-662I13.2,0.0
BHLHE41,0.0
LINC00941,0.0
RP11-551L14.4,0.0
DENND5B-AS1,0.0
RP1-197B17.4,0.0
RP5-1057I20.2,0.0
RP11-370I10.11,0.0
OR8S1,0.0
ADCY6,0.0
DDN,0.0
RP11-161H23.9,0.0
GPD1,0.0
FAM186A,0.0
RP11-407N8.6,0.0
RP11-923I11.8,0.0
RP11-923I11.6,0.0
RP11-1100L3.8,0.0
RP11-1100L3.7,0.0
KRT3,0.0
KRT79,0.0
RP11-834C11.5,0.0
RP11-834C11.11,0.0
RP11-753H16.5,0.0
SLC39A5,0.0
RP11-977G19.10,0.0
RP11-121C6.5,0.0
AGAP2-AS1,0.0
C12orf56,0.0
RP11-766N7.3,0.0
HMGA2,0.0
MYRFL,0.0
RP11-290L1.3,0.0
RP11-693J15.6,0.0
RP11-693J15.5,0.0
RP11-175P13.2,0.0
RP11-61E11.2,0.0
RP11-256L11.3,0.0
FAM222A,0.0
RP11-240G22.4,0.0
RP11-240G22.5,0.0
RP11-173P15.3,0.0
RP11-173P15.10,0.0
RP11-87C12.5,0.0
LRRC43,0.0
IL31,0.0
HCAR2,0.0
DNAH10,0.0
RP11-380L11.4,0.0
RP11-897M7.1,0.0
GALNT9,0.0
TUBA3C,0.0
LINC00384,0.0
ZAR1L,0.0
RP11-141M1.3,0.0
SOHLH2,0.0
LINC00330,0.0
SUCLA2-AS1,0.0
DACH1,0.0
RNF219-AS1,0.0
EFNB2,0.0
RP11-54H7.4,0.0
PROZ,0.0
RP11-203M5.7,0.0
RP11-203M5.8,0.0
TMEM253,0.0
EFS,0.0
CMTM5,0.0
CPNE6,0.0
RP11-187E13.1,0.0
SLC25A21-AS1,0.0
RP11-407N17.4,0.0
RP11-111A21.1,0.0
RP11-816J8.1,0.0
RP11-409I10.2,0.0
TOMM20L,0.0
RP11-16B13.1,0.0
CTD-2184C24.2,0.0
SPTB,0.0
CTD-2325P2.4,0.0
CTD-2325P2.3,0.0
RP4-693M11.3,0.0
RP11-293M10.6,0.0
ESRRB,0.0
C14orf178,0.0
RP11-114N19.3,0.0
PTPN21,0.0
RP11-681H18.2,0.0
RP11-895M11.3,0.0
RP11-907D1.2,0.0
RP11-76E12.1,0.0
TNFAIP2,0.0
TDRD9,0.0
RP11-260M19.2,0.0
CTD-3051D23.4,0.0
AHNAK2,0.0
AL928654.7,0.0
AL928742.12,0.0
IGHE,0.0
IGHG4,0.0
IGHG1,0.0
IGHG3,0.0
GOLGA8S,0.0
CHRFAM7A,0.0
RP11-3D4.4,0.0
DPH6-AS1,0.0
SPRED1,0.0
GPR176,0.0
CTD-2036P10.5,0.0
CTD-2036P10.6,0.0
SERINC4,0.0
DUOXA1,0.0
CYP19A1,0.0
CTD-2650P22.1,0.0
BCL2L10,0.0
PRTG,0.0
RP11-48G14.2,0.0
AQP9,0.0
RP11-355N15.1,0.0
RP11-30K9.5,0.0
C2CD4B,0.0
AC069368.3,0.0
IGDCC4,0.0
RP11-16E23.5,0.0
RP11-653J6.1,0.0
RP11-315D16.4,0.0
NOX5,0.0
LINC00593,0.0
RP11-106M3.3,0.0
RP11-1006G14.2,0.0
RP11-1006G14.1,0.0
ISLR2,0.0
STRA6,0.0
CTD-2311M21.3,0.0
CPLX3,0.0
RP11-285A1.1,0.0
RP11-762H8.5,0.0
CRABP1,0.0
CPEB1,0.0
UBE2Q2L,0.0
RP11-182J1.1,0.0
ALPK3,0.0
AGBL1,0.0
PLIN1,0.0
CTD-3065B20.2,0.0
RP11-387D10.4,0.0
AC068831.15,0.0
HBZ,0.0
AC004754.3,0.0
WFIKKN1,0.0
LA16c-312E8.2,0.0
MEIOB,0.0
CTD-3126B10.4,0.0
PRSS22,0.0
LA16c-380H5.6,0.0
ZSCAN10,0.0
GLIS2-AS1,0.0
RP11-10K17.6,0.0
RP11-420N3.2,0.0
TVP23A,0.0
CTD-3037G24.3,0.0
CTD-3037G24.5,0.0
MIR3180-4,0.0
SYT17,0.0
AC002550.5,0.0
AC004381.7,0.0
ANKS4B,0.0
RP11-673P17.4,0.0
NPIPB7,0.0
SULT1A4,0.0
RP11-231C14.4,0.0
RP11-297C4.3,0.0
RP11-297C4.1,0.0
RP11-146F11.5,0.0
ABCC11,0.0
RP11-295M3.4,0.0
AC007906.1,0.0
RP11-343H19.1,0.0
CCL22,0.0
CCL17,0.0
RP11-403P17.6,0.0
CCDC79,0.0
TPPP3,0.0
AGRP,0.0
NRN1L,0.0
ESRP2,0.0
HAS3,0.0
AC010547.9,0.0
AC009120.5,0.0
VAT1L,0.0
RP11-679B19.1,0.0
LINC01227,0.0
RP11-960L18.1,0.0
RP11-505K9.4,0.0
RP11-61F12.1,0.0
RP4-536B24.3,0.0
RP5-1142A6.9,0.0
AC137932.5,0.0
RP11-368I7.6,0.0
SERPINF2,0.0
CTD-2309O5.3,0.0
RP11-104O19.4,0.0
GGT6,0.0
SMTNL2,0.0
WSCD1,0.0
AIPL1,0.0
SLC2A4,0.0
SLC35G6,0.0
SHBG,0.0
TMEM88,0.0
NTN1,0.0
DNAH9,0.0
TBC1D26,0.0
RP11-524F11.2,0.0
RP11-209D14.2,0.0
RP11-344E13.4,0.0
AC015688.3,0.0
TBC1D29,0.0
CTD-2349P21.5,0.0
AC084809.3,0.0
SPACA3,0.0
CCL2,0.0
RP11-686D22.4,0.0
HEATR9,0.0
CCL23,0.0
RP11-697E22.1,0.0
C17orf98,0.0
CTD-2267D19.3,0.0
KRT222,0.0
AC004231.2,0.0
KRT19,0.0
KCNH4,0.0
RP11-546M21.6,0.0
THCAT158,0.0
RP11-138C9.1,0.0
SP6,0.0
HOXB-AS3,0.0
AC091133.1,0.0
TMEM92-AS1,0.0
RP11-700H6.2,0.0
NME1-NME2,0.0
RP11-264B14.1,0.0
TBX2,0.0
C17orf82,0.0
CTD-3035K23.6,0.0
RP11-855A2.3,0.0
RP11-452I5.2,0.0
CDR2L,0.0
SMIM5,0.0
RP11-552F3.10,0.0
PRCD,0.0
C17orf99,0.0
AC027601.1,0.0
RP11-455O6.8,0.0
NPB,0.0
RP11-874J12.4,0.0
RP11-701H16.4,0.0
ANKRD29,0.0
RP11-799B12.4,0.0
RP11-178F10.2,0.0
PCAT18,0.0
RP11-210K20.2,0.0
RP11-54G14.1,0.0
FHOD3,0.0
KC6,0.0
LINC00907,0.0
RP11-687F6.5,0.0
RP11-49K24.8,0.0
ZBTB7C,0.0
RP11-729L2.2,0.0
RP11-1151B14.4,0.0
RP11-173A16.1,0.0
CDH7,0.0
KCNG2,0.0
RSPO4,0.0
SLC4A11,0.0
LINC00654,0.0
FERMT1,0.0
RP5-984P4.6,0.0
CD93,0.0
RP4-738P15.1,0.0
RP11-358N2.2,0.0
EFCAB8,0.0
RP1-63M2.7,0.0
LBP,0.0
GDAP1L1,0.0
KCNS1,0.0
WFDC10B,0.0
RP1-148H17.1,0.0
TMEM189-UBE2V1,0.0
LINC01524,0.0
CTCFL,0.0
RP5-907D15.4,0.0
RP1-309F20.4,0.0
WI2-87327B8.2,0.0
RP11-93B14.6,0.0
RP11-93B14.10,0.0
SLCO4A1-AS1,0.0
RTEL1,0.0
RP4-583P15.15,0.0
MYT1,0.0
CBARP,0.0
ONECUT3,0.0
CTC-265F19.3,0.0
DIRAS1,0.0
CLEC4M,0.0
CTC-325H20.4,0.0
AP1M2,0.0
TSPAN16,0.0
BEST2,0.0
PALM3,0.0
CTD-2189E23.1,0.0
CLEC17A,0.0
CYP4F3,0.0
CYP4F2,0.0
CTD-2521M24.6,0.0
CRLF1,0.0
RP11-678G14.2,0.0
CEBPA-AS1,0.0
CHST8,0.0
CTC-523E23.1,0.0
CTC-523E23.5,0.0
CTC-454I21.4,0.0
LINC01535,0.0
CTD-3064H18.2,0.0
CTB-186G2.1,0.0
FBXO17,0.0
LEUTX,0.0
HIPK4,0.0
CBLC,0.0
CTC-344H19.4,0.0
AC007193.9,0.0
DACT3-AS1,0.0
GRIN2D,0.0
TULP2,0.0
CTD-2639E6.9,0.0
LHB,0.0
CGB,0.0
CTB-191K22.6,0.0
LRRC4B,0.0
KLK11,0.0
CTD-2616J11.9,0.0
SIGLEC6,0.0
FPR1,0.0
AC008753.6,0.0
CTD-2537I9.18,0.0
LA16c-60D12.1,0.0
XKR3,0.0
AC006946.17,0.0
TUBA8,0.0
AC011718.2,0.0
DGCR5,0.0
AC000068.10,0.0
TBX1,0.0
AC006547.8,0.0
CCDC116,0.0
CTA-221G9.12,0.0
CTA-992D9.11,0.0
MN1,0.0
RASL10A,0.0
TIMP3,0.0
LL22NC03-32F9.1,0.0
MB,0.0
RP1-78B3.1,0.0
Z83844.1,0.0
RP1-37E16.12,0.0
GALR3,0.0
CTA-150C2.13,0.0
CHADL,0.0
CSDC2,0.0
CTA-989H11.1,0.0
A4GALT,0.0
EFCAB6,0.0
LINC01589,0.0
MLC1,0.0
MOV10L1,0.0
CTA-384D8.33,0.0
RP11-717F1.2,0.0
AF127936.7,0.0
CHODL,0.0
AP000223.42,0.0
AP000275.65,0.0
AP000295.10,0.0
AP000695.6,0.0
ERG,0.0
LINC00114,0.0
AF064858.6,0.0
LCA5L,0.0
FRGCA,0.0
TSPEAR-AS2,0.0
LL21NC02-1C16.2,0.0
